0,1,2,3,4,5,6,7,8,9,10,11
0,1,1,0,0,0,0,1,0,0,ln,a
0,1,1,0,1,1,1,0,0,0,ae,n
0,1,1,0,0,1,0,1,0,0,nt,e
0,1,1,1,0,1,0,0,0,1,e ,t
0,0,1,0,0,0,0,0,0,0,tt, 
0,1,1,1,0,1,0,0,0,1, o,t
0,1,1,0,1,1,1,1,0,1,t ,o
0,0,1,0,0,0,0,0,0,0,os, 
0,1,1,1,0,0,1,1,0,1, u,s
0,1,1,1,0,1,0,1,0,0,sq,u
0,1,1,1,0,0,0,1,0,0,up,q
0,1,1,1,0,0,0,0,0,0,qo,p
0,1,1,0,1,1,1,1,0,0,pr,o
0,1,1,1,0,0,1,0,0,0,ot,r
0,1,1,1,0,1,0,0,0,1,r ,t
0,0,1,0,0,0,0,0,0,0,tl, 
0,1,1,0,1,1,0,0,0,1, i,l
0,1,1,0,1,0,0,1,0,0,lf,i
0,1,1,0,0,1,1,0,0,0,ie,f
0,1,1,0,0,1,0,1,0,0,f.,e
0,0,1,0,1,1,1,0,0,1,e ,.
0,0,1,0,0,0,0,0,0,0,.I, 
0,1,0,0,1,0,0,1,0,1, t,I
0,1,1,1,0,1,0,0,0,1,I ,t
0,0,1,0,0,0,0,0,0,0,tl, 
0,1,1,0,1,1,0,0,0,1, a,l
0,1,1,0,0,0,0,1,0,0,ls,a
0,1,1,1,0,0,1,1,0,1,a ,s
0,0,1,0,0,0,0,0,0,0,sa, 
0,1,1,0,0,0,0,1,0,1,  ,a
0,0,1,0,0,0,0,0,0,0,ad, 
0,1,1,0,0,1,0,0,0,1, i,d
0,1,1,0,1,0,0,1,0,0,da,i
0,1,1,0,0,0,0,1,0,0,im,a
0,1,1,0,1,1,0,1,0,0,ae,m
0,1,1,0,0,1,0,1,0,0,mt,e
0,1,1,1,0,1,0,0,0,0,ee,t
0,1,1,0,0,1,0,1,0,0,tr,e
0,1,1,1,0,0,1,0,0,1,e ,r
0,0,1,0,0,0,0,0,0,0,ro, 
0,1,1,0,1,1,1,1,0,1, f,o
0,1,1,0,0,1,1,0,0,1,o ,f
0,0,1,0,0,0,0,0,1,0,f3, 
0,0,1,1,0,0,1,1,1,1, 2,3
0,0,1,1,0,0,1,0,1,0,"3,",2
0,0,1,0,1,1,0,0,1,0,27,","
0,0,1,1,0,1,1,1,1,0,",4",7
0,0,1,1,0,1,0,0,1,0,72,4
0,0,1,1,0,0,1,0,1,1,4 ,2
0,0,1,0,0,0,0,0,1,0,2k, 
0,1,1,0,1,0,1,1,0,1, a,k
0,1,1,0,0,0,0,1,0,0,kl,a
0,1,1,0,1,1,0,0,0,0,ao,l
0,1,1,0,1,1,1,1,0,0,lm,o
0,1,1,0,1,1,0,1,0,0,oe,m
0,1,1,0,0,1,0,1,0,0,mt,e
0,1,1,1,0,1,0,0,0,0,ee,t
0,1,1,0,0,1,0,1,0,0,tr,e
0,1,1,1,0,0,1,0,0,0,es,r
0,1,1,1,0,0,1,1,0,1,r ,s
0,0,1,0,0,0,0,0,0,0,sa, 
0,1,1,0,0,0,0,1,0,1, n,a
0,1,1,0,1,1,1,0,0,0,ad,n
0,1,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,0,0,0,0,0,0,da, 
0,1,1,0,0,0,0,1,0,1,  ,a
0,0,1,0,0,0,0,0,0,0,ac, 
0,1,1,0,0,0,1,1,0,1, i,c
0,1,1,0,1,0,0,1,0,0,cr,i
0,1,1,1,0,0,1,0,0,0,ic,r
0,1,1,0,0,0,1,1,0,0,ru,c
0,1,1,1,0,1,0,1,0,0,cm,u
0,1,1,0,1,1,0,1,0,0,uf,m
0,1,1,0,0,1,1,0,0,0,me,f
0,1,1,0,0,1,0,1,0,0,fr,e
0,1,1,1,0,0,1,0,0,0,e-,r
1,0,0,0,0,1,1,0,0,0,rn,е
0,1,1,0,1,1,1,0,0,0,-c,n
0,1,1,0,0,0,1,1,0,0,ne,c
0,1,1,0,0,1,0,1,0,1,c ,e
0,0,1,0,0,0,0,0,0,0,eo, 
0,1,1,0,1,1,1,1,0,1, d,o
0,1,1,0,0,1,0,0,0,1,o ,d
0,0,1,0,0,0,0,0,1,0,d4, 
0,0,1,1,0,1,0,0,1,1, 8,4
0,0,1,1,1,0,0,0,1,0,"4,",8
0,0,1,0,1,1,0,0,1,0,80,","
0,0,1,1,0,0,0,0,1,0,",7",0
0,0,1,1,0,1,1,1,1,0,05,7
0,0,1,1,0,1,0,1,1,1,7 ,5
0,0,1,0,0,0,0,0,1,0,5k, 
0,1,1,0,1,0,1,1,0,1, i,k
0,1,1,0,1,0,0,1,0,0,kl,i
0,1,1,0,1,1,0,0,0,0,io,l
0,1,1,0,1,1,1,1,0,0,lm,o
0,1,1,0,1,1,0,1,0,0,oe,m
0,1,1,0,0,1,0,1,0,0,mt,e
0,1,1,1,0,1,0,0,0,0,ee,t
0,1,1,0,0,1,0,1,0,0,tr,e
0,1,1,1,0,0,1,0,0,0,es,r
0,1,1,1,0,0,1,1,0,0,rn,s
0,1,1,0,1,1,1,0,0,1,s ,n
0,0,1,0,0,0,0,0,0,0,nE, 
0,1,0,0,0,1,0,1,0,1, a,E
0,1,1,0,0,0,0,1,0,0,Er,a
0,1,1,1,0,0,1,0,0,0,at,r
0,1,1,1,0,1,0,0,0,0,rh,t
0,1,1,0,1,0,0,0,0,0,t',h
0,0,1,0,0,1,1,1,0,0,hs,'
0,1,1,1,0,0,1,1,0,1,' ,s
0,0,1,0,0,0,0,0,0,0,ss, 
0,1,1,1,0,0,1,1,0,1, u,s
0,1,1,1,0,1,0,1,0,0,sr,u
0,1,1,1,0,0,1,0,0,0,uf,r
0,1,1,0,0,1,1,0,0,0,ra,f
0,1,1,0,0,0,0,1,0,0,fc,a
0,1,1,0,0,0,1,1,0,0,ae,c
0,1,1,0,0,1,0,1,0,1,c ,e
0,0,1,0,0,0,0,0,0,0,ei, 
0,1,1,0,1,0,0,1,0,1, s,i
0,1,1,1,0,0,1,1,0,1,i ,s
0,0,1,0,0,0,0,0,0,0,sc, 
0,1,1,0,0,0,1,1,0,1, o,c
0,1,1,0,1,1,1,1,0,0,cv,o
0,1,1,1,0,1,1,0,0,0,oe,v
0,1,1,0,0,1,0,1,0,0,vr,e
0,1,1,1,0,0,1,0,0,0,ee,r
0,1,1,0,0,1,0,1,0,0,r-,e
0,0,1,0,0,1,0,0,0,1,e ,$
0,0,1,0,0,0,0,0,0,0,-b, 
0,1,1,0,0,0,1,0,0,1, y,b
0,1,1,1,1,0,0,1,0,1,b ,y
0,0,1,0,0,0,0,0,1,0,y7, 
0,0,1,1,0,1,1,1,1,1, 1,7
0,0,1,1,0,0,0,1,1,0,7-,1
0,0,1,0,0,1,0,1,1,1,1 ,%
0,0,1,0,0,0,0,0,0,0,-w, 
0,1,1,1,0,1,1,1,0,1, a,w
0,1,1,0,0,0,0,1,0,0,wt,a
0,1,1,1,0,1,0,0,0,0,ae,t
0,1,1,0,0,1,0,1,0,0,tr,e
0,1,1,1,0,0,1,0,0,1,e ,r
0,0,1,0,0,0,0,0,0,0,ra, 
0,1,1,0,0,0,0,1,0,1, n,a
0,1,1,0,1,1,1,0,0,0,ad,n
0,1,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,0,0,0,0,1,0,d2, 
0,0,1,1,0,0,1,0,1,1, 9,2
0,0,1,1,1,0,0,1,1,0,2-,9
0,0,1,0,0,1,0,1,1,1,9 ,%
0,0,1,0,0,0,0,0,0,0,-l, 
0,1,1,0,1,1,0,0,0,1, a,l
0,1,1,0,0,0,0,1,0,0,ln,a
0,1,1,0,1,1,1,0,0,0,ad,n
0,1,1,0,0,1,0,0,0,0,"n,",d
0,0,1,0,1,1,0,0,0,1,d ,","
0,0,1,0,0,0,0,0,0,0,",m", 
0,1,1,0,1,1,0,1,0,1, a,m
0,1,1,0,0,0,0,1,0,0,mk,a
0,1,1,0,1,0,1,1,0,0,ai,k
0,1,1,0,1,0,0,1,0,0,kn,i
0,1,1,0,1,1,1,0,0,0,ig,n
0,1,1,0,0,1,1,1,0,1,n ,g
0,0,1,0,0,0,0,0,0,0,gi, 
0,1,1,0,1,0,0,1,0,1, t,i
0,1,1,1,0,1,0,0,0,1,i ,t
0,0,1,0,0,0,0,0,0,0,tq, 
0,1,1,1,0,0,0,1,0,1,  ,q
0,0,1,0,0,0,0,0,0,0,qd, 
0,1,1,0,0,1,0,0,0,1, i,d
0,1,1,0,1,0,0,1,0,0,dv,i
0,1,1,1,0,1,1,0,0,0,ie,v
0,1,1,0,0,1,0,1,0,0,vr,e
0,1,1,1,0,0,1,0,0,0,es,r
0,1,1,1,0,0,1,1,0,0,re,s
0,1,1,0,0,1,0,1,0,1,s ,e
0,0,1,0,0,0,0,0,0,0,ea, 
0,1,1,0,0,0,0,1,0,1, n,a
0,1,1,0,1,1,1,0,0,0,ad,n
0,1,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,0,0,0,0,0,0,db, 
0,1,1,0,0,0,1,0,0,1, e,b
0,1,1,0,0,1,0,1,0,0,ba,e
0,1,1,0,0,0,0,1,0,0,eu,a
0,1,1,1,0,1,0,1,0,0,at,u
0,1,1,1,0,1,0,0,0,0,ui,t
0,1,1,0,1,0,0,1,0,0,tf,i
0,1,1,0,0,1,1,0,0,0,iu,f
0,1,1,1,0,1,0,1,0,0,fl,u
0,1,1,0,1,1,0,0,0,1,u ,l
0,0,1,0,0,0,0,0,0,0,lp, 
0,1,1,1,0,0,0,0,0,1, l,p
0,1,1,0,1,1,0,0,0,0,pa,l
0,1,1,0,0,0,0,1,0,0,ln,a
0,1,1,0,1,1,1,0,0,0,ae,n
0,1,1,0,0,1,0,1,0,0,nt,e
0,1,1,1,0,1,0,0,0,0,e.,t
0,0,1,0,1,1,1,0,0,1,t ,.
0,0,1,0,0,0,0,0,0,0,.I, 
0,1,0,0,1,0,0,1,0,1, t,I
0,1,1,1,0,1,0,0,0,1,I ,t
0,0,1,0,0,0,0,0,0,0,ti, 
0,1,1,0,1,0,0,1,0,1, s,i
0,1,1,1,0,0,1,1,0,1,i ,s
0,0,1,0,0,0,0,0,0,0,sh, 
0,1,1,0,1,0,0,0,0,1, o,h
0,1,1,0,1,1,1,1,0,0,hm,o
0,1,1,0,1,1,0,1,0,0,oe,m
0,1,1,0,0,1,0,1,0,1,m ,e
0,0,1,0,0,0,0,0,0,0,et, 
0,1,1,1,0,1,0,0,0,1, o,t
0,1,1,0,1,1,1,1,0,1,t ,o
0,0,1,0,0,0,0,0,0,0,oo, 
0,1,1,0,1,1,1,1,0,1, v,o
0,1,1,1,0,1,1,0,0,0,oe,v
0,1,1,0,0,1,0,1,0,0,vr,e
0,1,1,1,0,0,1,0,0,1,e ,r
0,0,1,0,0,0,0,0,1,0,r7, 
0,0,1,1,0,1,1,1,0,1, .,7
0,0,1,0,1,1,1,0,1,0,78,.
0,0,1,1,1,0,0,0,0,1,. ,8
0,0,1,0,0,0,0,0,1,0,8b, 
0,1,1,0,0,0,1,0,0,1, i,b
0,1,1,0,1,0,0,1,0,0,bl,i
0,1,1,0,1,1,0,0,0,0,il,l
0,1,1,0,1,1,0,0,0,0,li,l
0,1,1,0,1,0,0,1,0,0,lo,i
0,1,1,0,1,1,1,1,0,0,in,o
0,1,1,0,1,1,1,0,0,1,o ,n
0,0,1,0,0,0,0,0,0,0,np, 
0,1,1,1,0,0,0,0,0,1, e,p
0,1,1,0,0,1,0,1,0,0,po,e
0,1,1,0,1,1,1,1,0,0,ep,o
0,1,1,1,0,0,0,0,0,0,ol,p
0,1,1,0,1,1,0,0,0,0,pe,l
0,1,1,0,0,1,0,1,0,1,l ,e
0,0,1,0,0,0,0,0,0,0,ea, 
0,1,1,0,0,0,0,1,0,1, n,a
0,1,1,0,1,1,1,0,0,0,ad,n
0,1,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,0,0,0,0,0,0,dc, 
0,1,1,0,0,0,1,1,0,1, o,c
0,1,1,0,1,1,1,1,0,0,cu,o
0,1,1,1,0,1,0,1,0,0,on,u
0,1,1,0,1,1,1,0,0,0,u-,n
0,1,1,1,1,1,0,0,0,0,nl,|
0,1,1,0,1,1,0,0,0,0,-e,l
0,1,1,0,0,1,0,1,0,0,ls,e
0,1,1,1,0,0,1,1,0,0,es,s
0,1,1,1,0,0,1,1,0,1,s ,s
0,0,1,0,0,0,0,0,0,0,sf, 
0,1,1,0,0,1,1,0,0,1, o,f
0,1,1,0,1,1,1,1,0,0,fr,o
0,1,1,1,0,0,1,0,0,0,om,r
0,1,1,0,1,1,0,1,0,0,rs,m
0,1,1,1,0,0,1,1,0,1,m ,s
0,0,1,0,0,0,0,0,0,0,so, 
0,1,1,0,1,1,1,1,0,1, f,o
0,1,1,0,0,1,1,0,0,1,o ,f
0,0,1,0,0,0,0,0,0,0,fp, 
0,1,1,1,0,0,0,0,0,1, l,p
0,1,1,0,1,1,0,0,0,0,pa,l
0,1,1,0,0,0,0,1,0,0,ln,a
0,1,1,0,1,1,1,0,0,0,at,n
0,1,1,1,0,1,0,0,0,1,n ,t
0,0,1,0,0,0,0,0,0,0,ta, 
0,1,1,0,0,0,0,1,0,1, n,a
0,1,1,0,1,1,1,0,0,0,ad,n
0,1,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,0,0,0,0,0,0,da, 
0,1,1,0,0,0,0,1,0,1, n,a
0,1,1,0,1,1,1,0,0,0,ai,n
0,1,1,0,1,0,0,1,0,0,nm,i
0,1,1,0,1,1,0,1,0,0,ia,m
0,1,1,0,0,0,0,1,0,0,md,a
0,1,1,0,0,1,0,0,0,1,a ,d
0,0,1,0,0,0,0,0,0,0,dl, 
0,1,1,0,1,1,0,0,0,1, i,l
0,1,1,0,1,0,0,1,0,0,lf,i
0,1,1,0,0,1,1,0,0,0,ie,f
0,1,1,0,0,1,0,1,0,0,f.,e
0,0,1,0,1,1,1,0,0,1,e ,.
0,0,1,0,0,0,0,0,0,0,.E, 
0,1,0,0,0,1,0,1,0,1, a,E
0,1,1,0,0,0,0,1,0,0,Er,a
0,1,1,1,0,0,1,0,0,0,at,r
0,1,1,1,0,1,0,0,0,0,rh,t
0,1,1,0,1,0,0,0,0,1,t ,h
0,0,1,0,0,0,0,0,0,0,hi, 
0,1,1,0,1,0,0,1,0,1, s,i
0,1,1,1,0,0,1,1,0,1,i ,s
0,0,1,0,0,0,0,0,0,0,st, 
0,1,1,1,0,1,0,0,0,1, r,t
0,1,1,1,0,0,1,0,0,0,tu,r
0,1,1,1,0,1,0,1,0,0,rl,u
0,1,1,0,1,1,0,0,0,0,uy,l
0,1,1,1,1,0,0,1,0,1,l ,y
0,0,1,0,0,0,0,0,0,0,ya, 
0,1,1,0,0,0,0,1,0,1,  ,a
0,0,1,0,0,0,0,0,0,0,ar, 
0,1,1,1,0,0,1,0,0,1, e,r
0,1,1,0,0,1,0,1,0,0,rm,e
0,1,1,0,1,1,0,1,0,0,ea,m
0,1,1,0,0,0,0,1,0,0,mr,a
0,1,1,1,0,0,1,0,0,0,ak,r
0,1,1,0,1,0,1,1,0,0,ra,k
0,1,1,0,0,0,0,1,0,0,kb,a
0,1,1,0,0,0,1,0,0,0,al,b
0,1,1,0,1,1,0,0,0,0,be,l
0,1,1,0,0,1,0,1,0,1,l ,e
0,0,1,0,0,0,0,0,0,0,ep, 
0,1,1,1,0,0,0,0,0,1, l,p
0,1,1,0,1,1,0,0,0,0,pa,l
0,1,1,0,0,0,0,1,0,0,lc,a
0,1,1,0,0,0,1,1,0,0,ae,c
0,1,1,0,0,1,0,1,0,0,c.,e
0,0,1,0,1,1,1,0,0,1,e ,.
