0,1,2,3,4,5,6,7,8,9,10,11
0,0,1,0,1,0,0,0,0,0,te,h
0,1,1,1,1,0,1,1,0,1,' ,s
0,0,1,0,0,1,0,1,0,0,ba,e
1,0,0,1,0,1,1,1,0,0,hm,a
0,0,1,0,1,0,0,0,0,0,",w", 
1,0,0,1,0,1,1,1,0,0,bt,o
1,0,0,1,0,1,1,1,0,1,i ,a
1,0,0,1,0,1,1,1,0,0,ui,t
0,0,1,0,1,0,0,0,0,0,yA, 
0,1,1,0,0,0,0,0,0,0,sC, 
1,0,0,1,0,1,1,1,0,0,nt,o
1,0,0,1,0,1,1,1,0,0,nl,c
0,1,1,0,0,0,0,0,0,0,nt, 
1,0,0,1,0,1,1,1,0,0,rg,-
1,0,0,1,0,1,1,1,0,0,el, 
0,1,1,1,1,1,0,0,0,0,sr,t
0,0,0,1,0,0,1,1,1,1, 6,3
0,1,1,1,1,0,1,1,0,0,us,y
1,0,0,1,0,1,1,1,0,0,al,l
1,0,0,1,0,1,1,1,0,1,l ,l
0,1,1,1,1,1,1,1,0,1, n,o
0,1,1,0,0,0,0,0,0,0,",t", 
0,0,1,0,1,0,1,0,0,0,s-,.
0,1,1,1,1,0,1,1,0,0,sf,s
0,0,1,0,0,1,1,0,0,0,su,f
1,0,0,1,0,1,1,1,0,1, p,S
0,0,1,0,1,0,1,1,0,0,So,i
0,1,1,1,1,1,1,0,0,1,u ,x
0,1,1,0,0,0,0,0,0,0,te,h
0,0,0,0,0,0,0,0,0,0,xa, 
0,1,0,1,1,0,1,1,0,1, t,S
1,0,0,1,0,1,1,1,0,0,Sa,t
0,0,1,0,1,1,1,1,0,0,r-,.
1,0,0,1,0,1,1,1,0,0,oe,m
1,0,0,1,0,1,1,1,0,0,sf, 
1,0,0,1,0,1,1,1,0,0,au,t
1,0,0,1,0,1,1,1,0,1,t ,o
1,0,0,1,0,1,1,1,0,0,fr,o
1,0,0,1,0,1,1,1,0,0,nS, 
0,0,0,1,1,0,0,1,1,0,3-,9
0,0,0,1,1,0,0,1,1,0,3-,9
0,1,1,1,1,1,1,1,0,0,cm,o
0,1,1,1,1,1,0,0,0,0,ai,t
1,0,0,1,0,1,1,1,0,0,ue,l
1,0,0,1,0,1,1,1,0,1,n ,s
1,0,0,1,0,1,1,1,0,0,as,l
1,0,0,1,0,1,1,1,0,1,r ,","
0,0,0,0,1,1,0,0,0,1, o,L
0,0,0,0,0,0,0,0,0,0,'r, 
0,1,1,0,0,0,0,0,0,1,r ,d
0,0,1,0,1,0,0,0,0,0,s-, 
0,0,0,1,0,0,0,0,1,0,1.,0
1,0,0,1,0,1,1,1,0,1, e,s
0,1,1,1,1,1,1,1,0,0,pi,o
0,1,1,0,0,0,0,0,0,0,sr,p
1,0,0,1,0,1,1,1,0,0,ed,a
1,0,0,1,0,1,1,1,0,0,ak,s
0,0,1,1,1,1,1,0,0,0,l-,.
0,0,1,1,1,1,0,0,1,1, 2,4
1,0,0,1,0,1,1,1,0,1, a,l
0,0,1,0,0,0,1,1,0,0,ne,c
1,0,0,1,0,1,1,1,0,0,at,i
1,0,0,1,0,1,1,1,0,1, a,p
0,0,1,0,0,1,0,1,0,0,nd,e
0,0,0,0,0,0,1,1,0,1, o,C
1,0,0,1,0,1,1,1,0,1, o,C
1,0,0,1,0,1,1,1,0,0,Cu,o
1,0,0,1,0,1,1,1,0,0,cp, 
1,0,0,1,0,1,1,1,0,1,e ,d
1,0,0,1,0,1,1,1,0,0,mo,p
1,0,0,1,0,1,1,1,0,0,mo,p
0,0,0,0,1,1,0,0,0,1,t ,","
0,0,1,0,1,0,0,0,0,0,eh, 
0,1,1,1,1,1,1,1,0,0,rs,o
0,0,1,1,1,1,0,0,1,0,4-,4
0,0,1,0,0,1,0,1,0,0,sp,e
0,0,1,0,1,0,0,0,0,0,sa, 
1,0,0,1,0,1,1,1,0,0,un,i
1,0,0,1,0,1,1,1,0,1,n ,g
0,0,0,0,0,0,0,0,0,0,sc, 
1,0,0,1,0,1,1,1,0,1,l ,y
0,1,1,1,1,1,0,0,0,0,ua,l
0,0,1,0,0,1,0,1,0,0,hs,e
1,0,0,1,0,1,1,1,0,0,gb,h
0,0,0,0,0,0,0,0,0,0,ea, 
0,0,1,0,0,1,0,0,0,0,so, 
0,0,1,0,0,1,1,0,1,0,4-,6
1,0,0,1,0,1,1,1,0,1, u,B
0,0,0,1,0,0,1,0,0,1, u,R
0,0,1,1,1,0,1,1,0,0,us,s
0,1,1,0,0,0,0,0,1,0,8t, 
0,0,1,0,1,0,0,0,0,0,te,h
0,0,0,0,0,0,0,0,0,0,yw, 
0,1,1,0,0,0,0,0,0,0,ng,a
0,0,1,0,1,0,0,0,0,0,",w", 
1,0,0,1,0,1,1,1,0,0,da,v
1,0,0,1,0,1,1,1,1,0,d1, 
0,0,0,1,0,0,1,1,1,1,1 ,3
0,0,0,0,1,1,1,0,0,0,t-,.
0,0,0,0,0,0,0,0,0,0,lt, 
1,0,0,1,0,1,1,1,0,1,h ,e
0,0,1,0,1,1,1,1,0,0,d-,.
1,0,0,1,0,1,1,1,0,0,on,w
0,0,1,0,0,1,0,0,0,0,es, 
0,0,1,1,1,1,0,1,1,1, 0,5
0,1,1,0,0,0,0,0,0,0,nt,a
0,0,1,0,0,1,0,1,0,0,td,e
0,0,1,0,1,0,0,0,0,0,eh, 
0,0,1,0,0,1,0,0,0,0,sw, 
0,0,0,0,0,0,0,0,0,0,sw, 
0,0,1,0,1,0,0,0,0,0,ni,k
1,0,0,1,0,1,1,1,0,0,so,i
0,1,1,0,0,0,0,0,0,0,nv, 
0,1,1,0,0,0,0,0,0,0,dy, 
0,1,1,0,0,0,0,0,0,0,eO, 
0,1,0,1,1,1,1,1,0,1, s,O
1,0,0,1,0,1,1,1,0,0,sa,c
1,0,0,1,0,1,1,1,0,0,gl,a
1,0,0,1,0,1,1,1,0,0,gl,a
0,1,1,1,1,1,0,0,0,1,s ,t
0,1,1,1,1,1,0,0,0,1,e ,l
1,0,0,1,0,1,1,1,0,1,  ,-
1,0,0,1,0,1,1,1,0,0,am,i
1,0,0,1,0,1,1,1,0,0,ea, 
1,0,0,1,0,1,1,1,0,0,ud,n
0,0,1,0,1,0,0,0,0,0,ed, 
0,0,1,0,0,1,0,1,0,0,"l""",e
0,1,1,0,0,0,0,0,0,0,tr,a
0,0,1,0,0,1,0,0,0,0,r-, 
1,0,0,1,0,1,1,1,0,0,st, 
0,1,1,1,1,1,0,0,0,0,ta,t
0,0,1,0,1,0,0,0,0,0,yr, 
0,0,1,0,0,1,0,1,0,0,rg,e
0,1,1,1,1,0,1,1,0,1,t ,s
1,0,0,1,0,1,1,1,0,1,l ,l
0,0,0,0,0,0,0,0,1,0,l2, 
1,0,0,1,0,1,1,1,1,0,20,0
0,0,1,1,1,1,1,0,1,1,0 ,6
0,0,1,1,1,1,1,0,0,0,r-,.
0,0,1,0,0,1,0,0,0,0,nw, 
1,0,0,1,0,1,1,1,0,0,il,l
0,0,1,0,1,0,0,1,0,1, -,9
0,0,1,0,1,0,0,1,0,0,wt,i
0,0,1,0,0,1,1,0,0,1, o,f
0,0,1,0,1,1,1,1,0,0,fl,o
1,0,0,1,0,1,1,1,0,0,lw,o
0,0,1,0,1,0,0,0,0,0,ao, 
1,0,0,1,0,1,1,1,0,1,o ,n
1,0,0,1,0,1,1,1,0,1, e,w
0,0,1,0,1,0,0,0,0,0,ta, 
1,0,0,1,0,1,1,1,0,0,wa, 
0,0,1,0,0,1,0,0,0,0,dr, 
1,0,0,1,0,1,1,1,0,0,ud,l
0,0,1,0,0,1,0,1,0,0,is,e
0,1,1,1,1,0,1,1,0,1,e ,s
1,0,0,1,0,1,1,1,0,1, f,a
1,0,0,1,0,1,1,1,0,1,  ,a
1,0,0,1,0,1,1,1,0,0,bt,e
0,0,1,0,0,1,0,1,0,0,en,e
1,0,0,1,0,1,1,1,0,1,M ,r
1,0,0,1,0,1,1,1,0,0,hn,i
1,0,0,1,0,1,1,1,0,1,g ,n
0,0,1,0,1,0,1,0,0,0,g-,.
0,0,0,1,0,1,1,1,0,0,-e,W
0,0,1,0,0,1,0,0,0,0,ap, 
0,1,1,1,1,1,0,0,0,1, h,t
0,1,1,1,1,1,0,0,0,0,eh,t
0,0,0,0,1,1,1,0,0,0,oe,n
0,1,1,1,1,1,0,0,0,0,ov,l
1,0,0,1,0,1,1,1,0,1, r,p
0,0,1,0,0,0,1,1,0,0,oe,c
0,1,1,0,0,0,0,0,0,0,ef, 
1,0,0,1,0,1,1,1,0,0,oe,c
1,0,0,1,0,1,1,1,0,1, u,b
0,1,0,0,0,0,0,0,0,0,ev, 
0,1,1,0,0,0,0,0,0,0,sw, 
0,0,1,0,1,1,1,1,0,0,d-,.
1,0,0,1,0,1,1,1,0,0,ca,i
0,1,1,0,0,0,0,0,0,0,si,a
0,0,1,0,1,0,0,0,1,0,2b, 
1,0,0,1,0,1,1,1,0,0,",F", 
0,0,1,0,0,1,0,1,0,0,cs,e
1,0,0,1,0,1,1,1,0,0,na, 
1,0,0,1,0,1,1,1,0,0,eh, 
0,1,1,1,1,1,0,1,0,0,Bt,u
0,0,1,0,0,1,0,1,0,0,Le,e
0,1,1,0,0,0,0,0,0,0,eB, 
0,0,1,0,0,1,0,0,0,0,"""e",d
0,0,0,0,1,1,0,0,0,1,""" ",","
1,0,0,1,0,1,1,1,0,1, n,i
1,0,0,1,0,1,1,1,0,1, n,i
0,1,1,0,0,0,0,0,0,0,te,h
1,0,0,1,0,1,1,1,0,0,ie,r
1,0,0,1,0,1,1,1,0,0,il,l
1,0,0,1,0,1,1,1,0,1, e,b
0,0,1,0,0,1,0,1,0,0,sl,e
1,0,0,1,0,1,1,1,0,0,go, 
1,0,0,1,0,1,1,1,0,1, n,o
0,0,1,0,0,1,0,0,0,0,rp, 
0,0,0,0,0,0,1,1,0,1, e,C
0,0,1,0,1,0,0,1,0,0,rn,i
0,0,1,0,0,1,0,0,0,0,ga, 
0,0,0,0,0,0,0,0,0,0,aw, 
1,0,0,1,0,1,1,1,0,0,gn,i
0,0,1,0,1,0,0,0,0,0,sa, 
0,1,1,1,1,1,1,0,0,0,ad,n
0,1,1,0,0,0,0,0,0,0,tl,h
1,0,0,1,0,1,1,1,0,0,NC,.
0,0,1,0,1,0,0,0,0,0,"l""", 
1,0,0,1,0,1,1,1,0,1,t ,o
0,0,1,0,1,1,1,1,0,0,in,o
1,0,0,1,0,1,1,1,0,1,h ,e
0,0,1,0,1,0,1,0,0,0,q-,.
0,1,1,1,1,0,1,1,0,1,' ,s
1,0,0,1,0,1,1,1,0,0,--,1
0,0,1,0,0,1,0,0,0,0,ia,d
1,0,0,1,0,1,1,1,0,0,tr,e
0,0,0,0,0,0,0,0,0,0,dh, 
0,0,0,0,0,0,0,0,0,0,sl, 
0,1,1,0,0,0,0,0,0,1, a,h
0,0,0,0,0,1,1,0,0,1, e,F
0,1,1,0,0,0,0,0,0,0,lT, 
0,0,1,0,1,0,0,1,0,0,so,i
1,0,0,1,0,1,1,1,1,1, 4,6
1,0,0,1,0,1,1,1,1,0,6-,4
1,0,0,1,0,1,1,1,0,1, o,t
0,0,1,0,0,1,0,0,0,0,ot, 
0,1,1,0,0,0,0,0,0,0,bt,a
0,1,1,1,1,1,0,0,0,0,tl,t
1,0,0,1,0,1,1,1,0,1,i ,c
0,1,1,0,0,0,0,0,0,0,co, 
1,0,0,1,0,1,1,1,0,0,dd, 
1,0,0,1,0,1,1,1,0,1,w ,n
1,0,0,1,0,1,1,1,0,0,es, 
0,1,1,0,0,0,0,0,0,0,",m", 
1,0,0,1,0,1,1,1,0,0,id,r
0,1,1,0,0,0,0,0,0,0,nJ, 
0,0,0,0,1,0,1,0,0,1, e,J
0,0,1,0,1,0,0,1,0,0,rg,i
0,1,1,1,1,1,1,1,0,0,cr,o
0,1,1,1,1,1,0,0,0,0,rs,t
0,0,0,0,1,0,1,0,0,1, h,J
1,0,0,1,0,1,1,1,0,0,on,n
0,1,1,0,0,0,0,0,0,0,rl,a
1,0,0,1,0,1,1,1,0,0,ot,o
1,0,0,1,0,1,1,1,0,0,td,e
1,0,0,1,0,1,1,1,0,1, o,R
1,0,0,1,0,1,1,1,0,0,Rw,o
0,0,1,0,0,1,1,0,0,0,so, 
0,0,1,0,0,1,0,1,0,0,vr,e
0,0,1,1,1,1,1,0,1,1, 7,6
0,0,0,1,0,1,1,1,1,0,6-,7
0,0,1,0,1,0,0,0,0,0,aw, 
0,1,1,1,1,1,1,1,0,1, a,w
1,0,0,1,0,1,1,1,1,0,n2, 
1,0,0,1,0,1,1,1,0,0,nt, 
0,0,1,0,1,1,1,1,0,1, f,o
1,0,0,1,0,1,1,1,0,0,ia,l
0,1,1,1,1,1,0,0,0,0,le,l
1,0,0,1,0,1,1,1,0,0,lg,e
1,0,0,1,0,1,1,1,0,0,",t", 
1,0,0,1,0,1,1,1,0,0,rn,i
0,1,1,0,0,0,0,0,0,0,sH, 
0,0,0,0,0,0,0,0,0,0,sH, 
0,1,1,1,1,0,1,1,0,0,as,s
0,0,0,0,0,0,0,0,0,0,nf, 
1,0,0,1,0,1,1,1,0,0,et,n
0,0,1,0,0,0,1,1,0,1,a ,s
0,0,0,0,0,0,0,0,0,0,la, 
0,1,1,0,0,0,0,0,0,0,si,h
0,0,1,0,0,1,0,0,0,0,pa, 
0,1,1,0,0,0,0,0,0,0,-u,b
0,1,1,1,1,0,1,1,0,1,l ,s
0,1,1,1,1,1,1,1,0,1,t ,o
0,1,1,0,0,0,0,0,0,0,ec, 
1,0,0,1,0,1,1,1,0,1, f,o
1,0,0,1,0,1,1,1,0,1,c ,e
0,1,1,1,1,0,1,1,0,1,n ,s
0,0,1,0,1,1,1,1,0,1,t ,o
0,1,1,1,1,1,1,0,0,0,oi,n
0,0,0,0,1,1,1,0,0,1, C,N
0,0,0,0,0,0,0,0,0,0,nt, 
0,0,1,0,1,0,0,0,0,0,nE, 
0,0,0,0,1,1,0,0,0,1,e ,","
0,0,1,0,1,1,1,1,0,1,w ,o
1,0,0,1,0,1,1,1,0,0,ow, 
0,0,0,1,1,0,0,0,1,0,3.,8
0,0,1,0,1,1,1,1,1,0,83,.
1,0,0,1,0,1,1,1,0,0,wm,o
1,0,0,1,0,1,1,1,0,1,a ,s
0,1,1,1,1,0,1,1,0,1, h,s
1,0,0,1,0,1,1,1,0,1, f,i
0,0,0,0,0,0,0,0,0,0,lo, 
1,0,0,1,0,1,1,1,0,0,eb,m
0,1,0,0,0,0,0,0,0,1, r,A
0,1,1,0,0,0,0,0,0,0,gt,a
1,0,0,1,0,1,1,1,0,0,-',I
0,0,0,0,0,0,0,0,0,0,mj, 
0,1,1,0,0,0,0,0,0,1, u,j
1,0,0,1,0,1,1,1,0,1,s ,t
1,0,0,1,0,1,1,1,0,0,yf, 
0,0,1,0,0,1,0,1,0,0,rt,e
0,0,1,0,1,1,1,1,0,0,d-,.
0,0,1,0,1,0,0,1,0,0,fr,i
0,0,1,0,0,1,0,0,0,0,es, 
0,0,1,0,1,0,0,0,0,0,lt, 
0,1,1,1,1,1,0,1,0,0,op,m
0,1,1,0,0,0,0,0,0,0,di, 
1,0,0,1,0,1,1,1,0,0,ed,l
0,0,1,0,1,1,1,1,0,0,in,o
0,1,1,1,1,1,1,0,0,0,ad,n
0,0,1,0,0,1,0,0,0,0,dn, 
0,0,1,0,0,1,0,0,0,0,to, 
0,1,1,1,1,1,0,0,0,0,ny,l
1,0,0,1,0,1,1,1,0,1, h,t
0,1,1,1,1,1,0,0,0,0,ao,l
1,0,0,1,0,1,1,1,0,0,ta, 
0,1,1,1,1,1,0,0,0,1, h,t
1,0,0,1,0,1,1,1,0,0,Em,-
1,0,0,1,0,1,1,1,0,1, a,c
1,0,0,1,0,1,1,1,0,0,d-,.
0,0,0,0,1,1,0,1,0,0,ds,-
1,0,0,1,0,1,1,1,0,0,ey,t
1,0,0,1,0,1,1,1,0,0,et,e
0,0,0,0,0,0,0,0,0,0,fA, 
1,0,0,1,0,1,1,1,0,0,-h,T
0,1,1,1,1,1,0,0,0,0,no,t
0,0,1,0,1,0,0,0,0,0,ot, 
0,1,1,1,1,1,0,0,0,1, h,t
0,0,1,0,0,1,0,0,0,0,dS, 
1,0,0,1,0,1,1,1,0,0,ry,r
1,0,0,1,0,1,1,1,0,0,ul,a
0,1,1,1,1,1,1,1,0,1, f,o
0,0,0,0,0,0,0,0,0,0,eC, 
0,0,0,1,0,1,1,1,1,1, 7,7
1,0,0,1,0,1,1,1,0,0,Wy,a
1,0,0,1,0,1,1,1,0,0,an,y
0,1,1,0,0,0,0,0,0,0,hs,a
1,0,0,1,0,1,1,1,0,0,ey,r
0,1,1,0,0,0,0,0,0,0,yw, 
1,0,0,1,0,1,1,1,0,0,pa,l
1,0,0,1,0,1,1,1,0,0,et, 
0,0,1,0,0,1,0,0,0,0,kf, 
0,1,1,1,1,1,0,1,0,1,b ,y
1,0,0,1,0,1,1,1,0,0,pa,e
1,0,0,1,0,1,1,1,0,0,ln,i
1,0,0,1,0,1,1,1,0,0,ig,n
0,0,0,0,0,0,0,0,0,0,df, 
0,0,1,0,0,1,0,0,0,0,df, 
0,1,0,0,0,0,0,0,0,1, i,H
0,1,1,1,1,1,0,1,0,1, h,t
1,0,0,1,0,1,1,1,0,0,te,h
0,1,1,1,1,1,0,0,0,0,il,l
1,0,0,1,0,1,1,1,0,0,il,l
0,1,1,0,0,0,0,0,0,0,ei, 
0,1,1,1,1,1,0,1,0,0,ol,u
0,1,1,0,0,0,0,0,0,0,st, 
1,0,0,1,0,1,1,1,0,1, a,t
